Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26
2026-05-25 15:11:00,77509.18,77509.18,77480.02,77480.02,2.03424,77391.041,77356.56,77441.58644484474,77399.9727048731
2026-05-25 15:12:00,77480.03,77489.38,77480.02,77489.37,2.84974,77399.709,77359.46740000001,77448.93776102248,77406.59472673436
2026-05-25 15:13:00,77489.37,77489.38,77471.17,77478.86,8.61059,77406.7515,77362.3518,77453.54118240363,77411.94770993922
2026-05-25 15:14:00,77478.86,77488.71,77478.86,77478.86,1.87185,77413.35900000001,77365.05099999999,77457.43638511076,77416.90417586965
2026-05-25 15:15:00,77478.87,77496.75,77478.86,77483.39,4.53932,77420.2645,77368.1208,77461.42924893988,77421.82905173115
2026-05-25 15:16:00,77483.4,77496.75,77475.22,77496.75,12.88529,77427.902,77371.2774,77466.86321064143,77427.37875160293
2026-05-25 15:17:00,77496.75,77524.01,77496.74,77523.5,3.78715,77437.3765,77375.0674,77475.57656285045,77434.49884407678
2026-05-25 15:18:00,77523.51,77588.01,77523.5,77534.33,15.80719,77447.39300000001,77379.0024,77484.61555318114,77441.89374451555
2026-05-25 15:19:00,77534.33,77558.02,77534.33,77558.01,6.313,77458.24100000001,77383.4824,77495.90700653789,77450.4949486255
2026-05-25 15:20:00,77558.0,77558.01,77524.57,77524.57,11.83316,77468.0015,77387.1346,77500.31669783975,77455.98198946805
